Garnier;Pablo;Quilmes;VOL;3300000;1;;;;;
Gil;Leonardo;Olimpo;VOL;3300000;1;;;;;
Limia;Oscar A.;Arsenal;ARQ;3300000;1;;;;;
Mansanelli;Cesar;Rafaela;VOL;3300000;1;;;;;
Rodriguez;Sergio;Belgrano;DEF;3300000;1;;;;;
Sarulyte;Matias;Olimpo;DEF;3300000;1;;;;;
Fideleff;Ignacio;Tigre;DEF;3200000;1;;;;;
Gomez;Rodrigo;Argentinos;VOL;3200000;1;;;;;
Gonzalez Pirez;Leandro;Arsenal;DEF;3200000;1;;;;;
Peralta;Luis;Gimnasia L.P.;DEL;3200000;1;;;;;
Bou;Gustavo;Gimnasia L.P.;DEL;3100000;1;;;;;
Naguel;Santiago;Argentinos;VOL;3100000;1;;;;;
Pellegrino;Maxi;All Boys;DEF;3100000;1;;;;;
Vega;David;Olimpo;VOL;3100000;1;;;;;
Abecasis;Luciano;Quilmes;DEF;3000000;1;;;;;
Affranchino;Facundo;Belgrano;VOL;3000000;1;;;;;
Aguirre;Martin;River;VOL;3000000;1;;;;;
Albil;Damian;Tigre;ARQ;3000000;1;;;;;
Barzola;Pablo;Argentinos;DEF;3000000;1;;;;;
Bustamante;Marcelo;All Boys;DEF;3000000;1;;;;;
Carli;Joel;Quilmes;DEF;3000000;1;;;;;
Corvalan;Claudio;Racing;DEF;3000000;1;;;;;
Curbelo;Jorge;Godoy Cruz;DEF;3000000;1;;;;;
Delgado;Rafael;Rosario Ctral.;DEF;3000000;1;;;;;
Diaz Borsani;Leandro;Quilmes;VOL;3000000;1;;;;;
Diaz;A. Gaston;Tigre;VOL;3000000;1;;;;;
Fernandez;Nereo;Argentinos;ARQ;3000000;1;;;;;
Freire;Federico;Arsenal;VOL;3000000;1;;;;;
Iniguez;Gaspar;Argentinos;VOL;3000000;1;;;;;
Leyes;Damian;Quilmes;DEF;3000000;1;;;;;
Martinez;Adrian;Olimpo;DEF;3000000;1;;;;;
Miralles;Ezequiel;Olimpo;DEL;3000000;1;;;;;
Oberman;Gustavo;Olimpo;VOL;3000000;1;;;;;
Palomino;Jose Luis;Argentinos;DEF;3000000;1;;;;;
Quilez;Ismael;Racing;DEF;3000000;1;;;;;
Quiroga;Juan;Belgrano;DEF;3000000;1;;;;;
Sanchez;Matias;Arsenal;VOL;3000000;1;;;;;
Tripodi;Emanuel;Boca;ARQ;3000000;1;;;;;
Turus;Gaston;Belgrano;DEF;3000000;1;;;;;
Villalba;Hector;San Lorenzo;DEL;3000000;1;;;;;
Villanueva;Cristian;Olimpo;DEF;3000000;1;;;;;
Acosta;Lucas;Colon;VOL;2900000;1;;;;;
Bovaglio;Lucas;Rafaela;DEF;2900000;1;;;;;
Cosaro;Guillermo;Tigre;DEF;2900000;1;;;;;
Figueroa;Marcos;Rafaela;DEL;2900000;1;;;;;
Fissore;Matias;Rafaela;VOL;2900000;1;;;;;
Olivera;Juan Manuel;Estudiantes;DEL;2900000;1;;;;;
Araujo;Sergio;Tigre;DEL;2800000;1;;;;;
Auzqui;Carlos;Estudiantes;DEL;2800000;1;;;;;
Barraza;Julio;Argentinos;DEF;2800000;1;;;;;
Blanco;Jonathan;Olimpo;VOL;2800000;1;;;;;
Chichizola;Leandro;River;ARQ;2800000;1;;;;;
Damonte;Israel;Estudiantes;VOL;2800000;1;;;;;
Goñi;Ernesto;Estudiantes;DEF;2800000;1;;;;;
Ladino;Santiago;All Boys;DEF;2800000;1;;;;;
Meza;Fernando;Olimpo;DEF;2800000;1;;;;;
Miglionico;Leonardo;Racing;DEF;2800000;1;;;;;
Montero;Fausto;Arsenal;VOL;2800000;1;;;;;
Perez Laborda;Matias;Quilmes;DEF;2800000;1;;;;;
Serrano;Walter;Argentinos;VOL;2800000;1;;;;;
Colazo;Nicolas;Boca;VOL;2700000;1;;;;;
Ortiz;Guillermo;Newell's;DEF;2700000;1;;;;;
Torassa;Agustin;All Boys;DEL;2700000;1;;;;;
Voboril;German;San Lorenzo;DEF;2700000;1;;;;;
Zbrun;Martin;Rafaela;DEF;2700000;1;;;;;
Barbaro;Alejandro;All Boys;VOL;2600000;1;;;;;
Canuhe;Cristian;Rafaela;VOL;2600000;1;;;;;
Correa;Jose Erik;Gimnasia L.P.;DEL;2600000;1;;;;;
Garcia;Manuel;Rosario Ctral.;ARQ;2600000;1;;;;;
Meza;Maximiliano;Gimnasia L.P.;VOL;2600000;1;;;;;
Pasquini;Nicolas;Lanus;VOL;2600000;1;;;;;
Simeone;Giovanni;River;DEL;2600000;1;;;;;
Wilchez;Lucas;Tigre;VOL;2600000;1;;;;;
Barisone;Diego;Argentinos;DEF;2500000;1;;;;;
Barrera;Leandro;Argentinos;DEL;2500000;1;;;;;
Benitez;Oscar;Lanus;VOL;2500000;1;;;;;
Carrasco;Javier;Tigre;VOL;2500000;1;;;;;
Diaz;R. Gaston;Gimnasia L.P.;DEF;2500000;1;;;;;
Diz;Facundo;Quilmes;DEL;2500000;1;;;;;
Elizari;Fernando;San Lorenzo;VOL;2500000;1;;;;;
Esmerado;Gaston;Arsenal;VOL;2500000;1;;;;;
Fernandez;Alvaro;Gimnasia L.P.;VOL;2500000;1;;;;;
Luque;Carlos;Colon;DEL;2500000;1;;;;;
Navarro;Nicolas;Tigre;ARQ;2500000;1;;;;;
Perafan;Martin;Velez;ARQ;2500000;1;;;;;
Rivero;Diego;Boca;VOL;2500000;1;;;;;
Rodriguez;Diego;Godoy Cruz;VOL;2500000;1;;;;;
Rodriguez;Lucas;Argentinos;DEF;2500000;1;;;;;
Sacks;Joel;Rafaela;DEF;2500000;1;;;;;
Sanchez;Facundo;Tigre;VOL;2500000;1;;;;;
Sanchez;Fernando;All Boys;VOL;2500000;1;;;;;
Trombetta;Cristian;Olimpo;DEF;2500000;1;;;;;
Valencia;Jose;Olimpo;DEL;2500000;1;;;;;
Bangardino;Pablo;Gimnasia L.P.;ARQ;2400000;1;;;;;
Barbaro;Alejandro;Velez;VOL;2400000;1;;;;;
Becker;Pablo;Rosario Ctral.;VOL;2400000;1;;;;;
Benitez;Oliver;Gimnasia L.P.;DEF;2400000;1;;;;;
Fernandez;Jose C.;Argentinos;DEL;2400000;1;;;;;
Miloc;Dardo;Gimnasia L.P.;VOL;2400000;1;;;;;
Olivera;Wilfredo;Quilmes;DEF;2400000;1;;;;;
Ramis;Jonathan;Godoy Cruz;DEL;2400000;1;;;;;
Romero;Lucas;Velez;VOL;2400000;1;;;;;
Telechea;Fernando;Quilmes;DEL;2400000;1;;;;;
Zacaria;Jonathan;Quilmes;VOL;2400000;1;;;;;
Aued;Luciano;Racing;VOL;2300000;1;;;;;
Fernandez;Guillermo;Boca;VOL;2300000;1;;;;;
Garcia;Cristian;Godoy Cruz;DEL;2300000;1;;;;;
Jerez Silva;Luis;Godoy Cruz;VOL;2300000;1;;;;;
Mancinelli;Lucas;Lanus;DEF;2300000;1;;;;;
Navarro;Leandro;San Lorenzo;VOL;2300000;1;;;;;
Romea;Joaquin;Gimnasia L.P.;DEL;2300000;1;;;;;
Serrano;Jorge;Quilmes;DEF;2300000;1;;;;;
Torren;Miguel;Argentinos;DEF;2300000;1;;;;;
Barrientos;Fernando;Lanus;VOL;2200000;1;;;;;
Barrios;Pier;Belgrano;DEF;2200000;1;;;;;
Ceballos;Lucas;Godoy Cruz;DEF;2200000;1;;;;;
Coronel;Maximiliano;Gimnasia L.P.;DEF;2200000;1;;;;;
Gimenez;Martin;Quilmes;VOL;2200000;1;;;;;
Gissi;Dylan;Olimpo;DEF;2200000;1;;;;;
Saveljich;Esteban;Racing;DEF;2200000;1;;;;;
Schulze;Jonatan;Rosario Ctral.;DEF;2200000;1;;;;;
Ballini;Matias;Rosario Ctral.;VOL;2100000;1;;;;;
Becerra;Raul;Argentinos;DEL;2100000;1;;;;;
Canuto;Ignacio;Tigre;DEF;2100000;1;;;;;
Garro;Juan;Godoy Cruz;DEL;2100000;1;;;;;
Ibanez;Luis;Racing;DEF;2100000;1;;;;;
Lenis Montes;Reinaldo;Argentinos;VOL;2100000;1;;;;;
Marin;Leandro;Boca;DEF;2100000;1;;;;;
Nahuelpan;Ariel;Tigre;DEL;2100000;1;;;;;
Ramirez;Juan E.;Argentinos;VOL;2100000;1;;;;;
Velazquez;Leandro;Velez;VOL;2100000;1;;;;;
Vittor;Sergio;Argentinos;VOL;2100000;1;;;;;
Alvacete;Juan I.;Tigre;DEF;2000000;1;;;;;
Cano;Lucas;Argentinos;DEL;2000000;1;;;;;
Diaz;Gonzalo;Godoy Cruz;VOL;2000000;1;;;;;
Dulcich;Silvio;Quilmes;ARQ;2000000;1;;;;;
Freire;Nicolas;Argentinos;DEF;2000000;1;;;;;
Gomez;Jonatan;Arsenal;VOL;2000000;1;;;;;
Gomez;Jose Luis;Racing;DEF;2000000;1;;;;;
Lazzaroni;Franco;Newell's;DEF;2000000;1;;;;;
Lema;Cristian;Quilmes;DEF;2000000;1;;;;;
Lucero;Juan Manuel;Quilmes;DEL;2000000;1;;;;;
Munoz;Fabian;Newell's;DEL;2000000;1;;;;;
Pereyra Diaz;Jorge;Lanus;DEL;2000000;1;;;;;
Pio;Emmanuel;Tigre;VOL;2000000;1;;;;;
Ramirez Agudelo;Jose;Arsenal;DEF;2000000;1;;;;;
Rodriguez;Julio;Godoy Cruz;DEL;2000000;1;;;;;
Sarmiento;Brian;All Boys;VOL;2000000;1;;;;;
Silva;Agustin;Estudiantes;ARQ;2000000;1;;;;;
Videla;Ezequiel;Colon;VOL;2000000;1;;;;;
Zarate;Nahuel;Boca;DEF;2000000;1;;;;;
Aquino;Claudio;Godoy Cruz;VOL;1900000;1;;;;;
Benavidez;Nicolas;Gimnasia L.P.;DEF;1900000;1;;;;;
Bordacahar;Cristian;Tigre;DEL;1900000;1;;;;;
Gambetta;Gianmarco;Argentinos;DEF;1900000;1;;;;;
Zaldivia;Matias;Arsenal;DEF;1900000;1;;;;;
Zuqui;Fernando;Godoy Cruz;VOL;1900000;1;;;;;
Caballero;Diego;Tigre;DEL;1800000;1;;;;;
Carrera;Ramiro;Arsenal;VOL;1800000;1;;;;;
Castillo;Luis;Colon;DEF;1800000;1;;;;;
Janson;Lucas;Tigre;DEL;1800000;1;;;;;
Niz;Alexis;Rafaela;DEF;1800000;1;;;;;
Pittinari;Lucas;Belgrano;VOL;1800000;1;;;;;
Angileri;Fabricio;Godoy Cruz;VOL;1700000;1;;;;;
Fernandez;Julian;Rafaela;DEF;1700000;1;;;;;
Melillo;Ezequiel;Racing;VOL;1700000;1;;;;;
Solari;Augusto;River;VOL;1700000;1;;;;;
Achucarro;David;Godoy Cruz;DEF;1600000;1;;;;;
Acuna;Walter;Rosario Ctral.;DEL;1600000;1;;;;;
Alegre;Alan;Quilmes;DEF;1600000;1;;;;;
Andrada;Esteban;Lanus;ARQ;1600000;1;;;;;
Ellacopulos;Emiliano;Tigre;DEL;1600000;1;;;;;
Ferreira;Brian;Velez;VOL;1600000;1;;;;;
Flores;Franco;Argentinos;DEF;1600000;1;;;;;
Klusener;Alvaro;Estudiantes;DEL;1600000;1;;;;;
Aguerre;Alan;Velez;ARQ;1500000;1;;;;;
Alvarez;Cristian M.;All Boys;VOL;1500000;1;;;;;
Andrada;Federico;River;DEL;1500000;1;;;;;
Arzura;Joaquin;Tigre;VOL;1500000;1;;;;;
Batista;Nicolas;Argentinos;DEF;1500000;1;;;;;
Catalan;Matias;San Lorenzo;DEF;1500000;1;;;;;
Correa;Joaquin;Estudiantes;VOL;1500000;1;;;;;
Desabato;Leandro L.;Velez;VOL;1500000;1;;;;;
Martinez;Francisco;Rafaela;DEF;1500000;1;;;;;
Pavetti;Pablo;Rafaela;VOL;1500000;1;;;;;
Stefanatto;Dario;All Boys;VOL;1500000;1;;;;;
Capogrosso;Dario;Olimpo;ARQ;1400000;1;;;;;
