Alario;Lucas;Colon;DEL;1300000;1;;;;;
Bailo;Andres;Colon;ARQ;1300000;1;;;;;
Bittolo;Mariano;Colon;DEF;1300000;1;;;;;
Cardozo;Facundo;Velez;DEF;1300000;1;;;;;
Caseres;Ramiro;Velez;DEL;1300000;1;;;;;
Corulo;Leandro;Gimnasia L.P.;DEF;1300000;1;;;;;
Meli;Cesar;Colon;VOL;1300000;1;;;;;
Zelarrayan;Lucas;Belgrano;VOL;1300000;1;;;;;
Aguirre Avalo;Leonel;Rosario Ctral.;VOL;1200000;1;;;;;
Bontempo;Leonel;Quilmes;DEF;1200000;1;;;;;
Diehl;Pedro;All Boys;DEL;1200000;1;;;;;
Godoy;Erik;Tigre;DEF;1200000;1;;;;;
Hachen;Gabriel;Newell's;DEL;1200000;1;;;;;
Itabel;Kevin;Tigre;DEL;1200000;1;;;;;
Paz;Nehuen;All Boys;DEF;1200000;1;;;;;
Sain;Cristian;Colon;DEF;1200000;1;;;;;
Vouilloud;German;Godoy Cruz;ARQ;1200000;1;;;;;
Bravo;Federico;Boca;VOL;1100000;1;;;;;
Cardozo;Julian;Arsenal;VOL;1100000;1;;;;;
Fernandez;Marcos;Colon;VOL;1100000;1;;;;;
Maldonado;Juan;Belgrano;VOL;1100000;1;;;;;
Acevedo;Lucas;Rosario Ctral.;DEF;1000000;1;;;;;
Arguello;Marcelo;Colon;DEL;1000000;1;;;;;
D'Angelo;Sebastian;Boca;ARQ;1000000;1;;;;;
Dinenno;Juan I.;Racing;DEL;1000000;1;;;;;
Ferreyra;Leonardo;Olimpo;VOL;1000000;1;;;;;
Gaona Lugo;Orlando;Olimpo;DEL;1000000;1;;;;;
Garcia;Angel A.;Racing;DEF;1000000;1;;;;;
Giannetti;Lautaro;Velez;DEF;1000000;1;;;;;
Jourdan;Federico;Colon;VOL;1000000;1;;;;;
Lazo;Lucas;Rosario Ctral.;DEF;1000000;1;;;;;
Leyenda;Bernardo;All Boys;ARQ;1000000;1;;;;;
Toloza;Adrian;Quilmes;DEL;1000000;1;;;;;
Celeste;Francesco;Boca;VOL;900000;1;;;;;
Contreras;Rodrigo;San Lorenzo;DEL;900000;1;;;;;
Flores;Federico;Rosario Ctral.;VOL;900000;1;;;;;
Gonzalez;Arnaldo;Quilmes;VOL;900000;1;;;;;
Manera;Rodrigo;Rafaela;ARQ;900000;1;;;;;
Monteseirin;Facundo;Lanus;DEF;900000;1;;;;;
Moyano;Sebastian;Godoy Cruz;ARQ;900000;1;;;;;
Rigoni;Emiliano;Belgrano;VOL;900000;1;;;;;
Astina;Marcos;Lanus;VOL;800000;1;;;;;
Bardin;Giuliano;Belgrano;DEL;800000;1;;;;;
Escalante;Gonzalo;Boca;VOL;800000;1;;;;;
Fernandez;Julian R.;All Boys;VOL;800000;1;;;;;
Fuentes;Diego;All Boys;DEF;800000;1;;;;;
Gaitan;Pablo;Rafaela;VOL;800000;1;;;;;
Godoy;Cristian;Rosario Ctral.;DEF;800000;1;;;;;
Isnaldo;Eugenio;Newell's;VOL;800000;1;;;;;
Leys;Franco;Colon;VOL;800000;1;;;;;
Martinez;Roger;Racing;DEL;800000;1;;;;;
Menossi;Lucas;Tigre;VOL;800000;1;;;;;
Morales;Matias;Quilmes;VOL;800000;1;;;;;
Olivares;Leandro;Godoy Cruz;DEF;800000;1;;;;;
Perez;Marcos Leonel;Newell's;VOL;800000;1;;;;;
Reina Calvo;Javier;Olimpo;VOL;800000;1;;;;;
Rincon;Sebastian;Tigre;DEL;800000;1;;;;;
Saravia;Renzo;Belgrano;DEF;800000;1;;;;;
Vazquez;Fabio;Argentinos;VOL;800000;1;;;;;
Vieyra;Juan;Newell's;VOL;800000;1;;;;;
Vuletich;Agustin;Olimpo;DEL;800000;1;;;;;
Calleri;Jonathan;All Boys;DEL;700000;1;;;;;
Comachi;Martin;Colon;DEL;700000;1;;;;;
Espindola Lopez;Esteban;Rafaela;DEF;700000;1;;;;;
Hipperdinger;Sergio;Quilmes;DEL;700000;1;;;;;
Mendoza;Javier;Gimnasia L.P.;VOL;700000;1;;;;;
Morales;Dimas;Rafaela;VOL;700000;1;;;;;
Perez Godoy;Lucas;Quilmes;VOL;700000;1;;;;;
Pucheta;Eduardo;Velez;VOL;700000;1;;;;;
Rodriguez;Joel;Boca;DEF;700000;1;;;;;
Rolheiser;Leonardo;Racing;VOL;700000;1;;;;;
Rosales;Pablo;Estudiantes;DEF;700000;1;;;;;
Valdez Chamorro;Jorge;Lanus;DEL;700000;1;;;;;
Valle;Jonathan;Newell's;DEF;700000;1;;;;;
Barabas;Ezequiel;All Boys;VOL;600000;1;;;;;
Barrera;Juan Manuel;Godoy Cruz;DEF;600000;1;;;;;
Berra;Tomas;Rosario Ctral.;DEF;600000;1;;;;;
Bilbao;Emanuel;Olimpo;ARQ;600000;1;;;;;
Cabral;Luciano;Argentinos;VOL;600000;1;;;;;
Fragapane;Franco;Boca;DEL;600000;1;;;;;
Gallucci Otero;Santiago;Godoy Cruz;VOL;600000;1;;;;;
Leguiza;Santiago;Gimnasia L.P.;DEF;600000;1;;;;;
Lincopan;Martin;Olimpo;VOL;600000;1;;;;;
Lopez;Gabriel;All Boys;VOL;600000;1;;;;;
Marital;Juan Manuel;Godoy Cruz;DEF;600000;1;;;;;
Medaglia;Eros;Velez;DEF;600000;1;;;;;
Aguirre;Alan;Boca;DEF;500000;1;;;;;
Almandoz;Mariano;Argentinos;DEF;500000;1;;;;;
Bailone;Ignacio;Lanus;DEL;500000;1;;;;;
Benitez;Walter;Quilmes;ARQ;500000;1;;;;;
Careaga;Juan;All Boys;VOL;500000;1;;;;;
Conti;German;Colon;DEF;500000;1;;;;;
Cousillas;Agustin;Tigre;ARQ;500000;1;;;;;
Fernandez;Lautaro;All Boys;DEL;500000;1;;;;;
Ferreyra;Nicolas;Belgrano;DEF;500000;1;;;;;
Gomez;Elias;Rosario Ctral.;DEF;500000;1;;;;;
Gomez;Nicolas;River;VOL;500000;1;;;;;
Guzzi;Martin;Olimpo;VOL;500000;1;;;;;
Hauche;Guillermo;Racing;VOL;500000;1;;;;;
Heredia;Juan Pablo;Belgrano;ARQ;500000;1;;;;;
Ledesma;Jeremias;Rosario Ctral.;ARQ;500000;1;;;;;
Losada;Nahuel;Estudiantes;ARQ;500000;1;;;;;
Martinez;Tomas;River;VOL;500000;1;;;;;
Mastrolia;Ezequiel;San Lorenzo;ARQ;500000;1;;;;;
Mehrig;Andres;Colon;ARQ;500000;1;;;;;
Milo;Federico;Arsenal;VOL;500000;1;;;;;
Perez Acuna;Martin;Velez;DEF;500000;1;;;;;
Perotti;Juan;Estudiantes;DEL;500000;1;;;;;
Piergiacomi;Franco;Estudiantes;VOL;500000;1;;;;;
Pollacchi;Maxi;Newell's;DEF;500000;1;;;;;
Ponce;Ezequiel;Newell's;DEL;500000;1;;;;;
Presentado;Matias;Estudiantes;DEF;500000;1;;;;;
Pusetto;Ignacio;Rafaela;DEL;500000;1;;;;;
Rivadero;Marcos;Belgrano;VOL;500000;1;;;;;
Sequeyra;Javier;Estudiantes;VOL;500000;1;;;;;
Sosa;Matias;Colon;VOL;500000;1;;;;;
Torres;Ignacio;Olimpo;ARQ;500000;1;;;;;
Torres;Jonathan;Quilmes;DEL;500000;1;;;;;
Vadala;Guido;Boca;DEL;500000;1;;;;;
Vesco;Lucas;Tigre;DEF;500000;1;;;;;
Vides;Bruno;Lanus;DEL;500000;1;;;;;
Villarruel;Gustavo;Colon;DEL;500000;1;;;;;
Alvarado;Leonardo;Quilmes;DEF;400000;1;;;;;
Arias;Alexis;Gimnasia L.P.;ARQ;400000;1;;;;;
Asconape;Lucas;Argentinos;DEL;400000;1;;;;;
Avellaneda;Nicolas;Lanus;ARQ;400000;1;;;;;
Beloso;Enzo;Newell's;DEF;400000;1;;;;;
Castagno;Dino;Boca;DEF;400000;1;;;;;
Cerutti;Jonathan;Quilmes;DEL;400000;1;;;;;
Di Franco;Francisco;Boca;DEL;400000;1;;;;;
Giovini;Sebastian;Argentinos;ARQ;400000;1;;;;;
Gonzalez;Leonel;Newell's;DEF;400000;1;;;;;
Herrera;Marcelo;Lanus;DEF;400000;1;;;;;
Kaprof;Juan Cruz;River;DEL;400000;1;;;;;
Lachalde;Ignacio;Gimnasia L.P.;VOL;400000;1;;;;;
Morales;Damian;All Boys;VOL;400000;1;;;;;
Musso;Juan;Racing;ARQ;400000;1;;;;;
Otero;Alejandro;Olimpo;VOL;400000;1;;;;;
Perales;Valentin;San Lorenzo;DEF;400000;1;;;;;
Rodriguez;Nicolas;River;ARQ;400000;1;;;;;
Rosero Valencia;Dany;Arsenal;DEF;400000;1;;;;;
Salazar;Victor;Rosario Ctral.;DEF;400000;1;;;;;
Silguero;Sebastian;Tigre;DEF;400000;1;;;;;
Vega;Federico;River;DEF;400000;1;;;;;
Werner;Axel;Rafaela;ARQ;400000;1;;;;;
Zabala;Bruno;Rosario Ctral.;VOL;400000;1;;;;;
Acevedo;Gonzalo;Quilmes;ARQ;300000;1;;;;;
Acordino;Juan I.;Godoy Cruz;ARQ;300000;1;;;;;
Acosta Luna;Ain;Lanus;ARQ;300000;1;;;;;
Acosta;Lucas M.;Belgrano;ARQ;300000;1;;;;;
Aguero;Jose;Newell's;VOL;300000;1;;;;;
Aldaya;Alan;Godoy Cruz;ARQ;300000;1;;;;;
Altolaguirre;Hernan;Newell's;DEL;300000;1;;;;;
Alvarez;Federico;Belgrano;DEF;300000;1;;;;;
Arciero;Rodrigo;All Boys;DEF;300000;1;;;;;
Arias;Ramiro;San Lorenzo;DEF;300000;1;;;;;
Bareiro;Ezequiel;Arsenal;VOL;300000;1;;;;;
Bareiro;Lucas;Racing;VOL;300000;1;;;;;
Belinetz;Oscar;Colon;DEL;300000;1;;;;;
Berardo;Patricio;Belgrano;DEF;300000;1;;;;;
Bonacorso;Ezequiel;Godoy Cruz;DEF;300000;1;;;;;
Bonnin;Yair;Gimnasia L.P.;ARQ;300000;1;;;;;
Cabezas Bazan;Danny;Velez;VOL;300000;1;;;;;
Cabral;Yonathan;Racing;DEF;300000;1;;;;;
Cabrera;Gonzalo;Godoy Cruz;VOL;300000;1;;;;;
Cabrera;Victor;River;DEF;300000;1;;;;;
Caceres;Maximiliano;Lanus;VOL;300000;1;;;;;
Carrion;Joaquin;Godoy Cruz;DEL;300000;1;;;;;
Carrizo;Lucas;Quilmes;DEF;300000;1;;;;;
Caseres;Franco;Quilmes;VOL;300000;1;;;;;
Cervi;Franco;Rosario Ctral.;DEL;300000;1;;;;;
Colman;Ivan;Boca;VOL;300000;1;;;;;
Contreras;Matias;Godoy Cruz;DEF;300000;1;;;;;
Correa;Jorge;Velez;VOL;300000;1;;;;;
Corvalan;Jonas;Gimnasia L.P.;DEL;300000;1;;;;;
Cravero;Jorge;Rafaela;DEL;300000;1;;;;;
Curzi;Juan Cruz;Belgrano;ARQ;300000;1;;;;;
De Iriondo;Manuel;Rafaela;VOL;300000;1;;;;;
Devecchi;Jose;San Lorenzo;ARQ;300000;1;;;;;
Di Fulvio;Emilio;Rosario Ctral.;ARQ;300000;1;;;;;
Di Placido;Leonel;All Boys;DEF;300000;1;;;;;
Diarte;Lucas;Estudiantes;DEF;300000;1;;;;;
Diaz;Ivan;River;VOL;300000;1;;;;;
Dobboletta;Juan;Racing;ARQ;300000;1;;;;;
Driussi;Sebastian;River;DEL;300000;1;;;;;
Escobar;Federico;Gimnasia L.P.;DEF;300000;1;;;;;
Escobar;Franco;Newell's;DEF;300000;1;;;;;
Esparza;Cristian;San Lorenzo;DEL;300000;1;;;;;
Espindola;Rodrigo;Racing;DEF;300000;1;;;;;
Ferreyra;Franco;Boca;VOL;300000;1;;;;;
Francese;Nicolas;River;ARQ;300000;1;|;;;;
Fydriszewski;Francisco;Newell's;DEL;300000;1;;;;;
Gallardo;Walter;Lanus;VOL;300000;1;;;;;
Garate;Leandro;Tigre;DEL;300000;1;;;;;
Garcia;Emanuel;Godoy Cruz;VOL;300000;1;;;;;
Garibaldi;Javier;Gimnasia L.P.;VOL;300000;1;;;;;
Grillo;Lautaro;Velez;DEF;300000;1;;;;;
Haberkorn;Federico;Velez;DEL;300000;1;;;;;
Ibanez;Joaquin;Lanus;VOL;300000;1;;;;;
Jauregui;Ignacio;Gimnasia L.P.;VOL;300000;1;;;;;
Jerez;Eric;Velez;DEF;300000;1;;;;;
Jominy;Franco;Rafaela;DEL;300000;1;;;;;
Lescano;Daniel;Tigre;DEF;300000;1;;;;;
Leudo;Jose;Estudiantes;VOL;300000;1;;;;;
Lovera;Ignacio;Colon;ARQ;300000;1;;;;;
Luciatti;Brian;San Lorenzo;DEF;300000;1;;;;;
Lujan;Nahuel;Belgrano;DEL;300000;1;;;;;
Lungarzo;Juan Manuel;All Boys;ARQ;300000;1;;;;;
Magallan;Santiago;San Lorenzo;VOL;300000;1;;;;;
Malvestiti;Federico;Argentinos;VOL;300000;1;;;;;
Mammana;Emanuel;River;DEF;300000;1;;;;;
Mana;Nicolas;Boca;DEL;300000;1;;;;;
Marcucci;Federico;Velez;VOL;300000;1;;;;;
Marinelli;Gonzalo;Rafaela;ARQ;300000;1;;;;;
Martonaro;Leandro;Olimpo;VOL;300000;1;;;;;
Matricardi;Patricio;Argentinos;DEF;300000;1;;;;;
Montoya;Walter;Rosario Ctral.;VOL;300000;1;;;;;
Moscato;Mariano;Tigre;DEF;300000;1;;;;;
Moyano;Rene;Arsenal;ARQ;300000;1;;;;;
Nequecaur;Luciano;All Boys;DEL;300000;1;;;;;
Nicoletti;Dilan;Newell's;ARQ;300000;1;;;;;
Oroz;Nicolas;Racing;VOL;300000;1;;;;;
Orsini;Nicolas;Rafaela;DEL;300000;1;;;;;
Oviedo;Franco;Rosario Ctral.;DEL;300000;1;;;;;
Paillalef;Rodrigo;Racing;DEF;300000;1;;;;;
Peralta;Leonel;Olimpo;DEF;300000;1;;;;;
Pierce;Leonel;Racing;VOL;300000;1;;;;;
Pinto;Marcos;Lanus;DEF;300000;1;;;;;
Piovi;Gonzalo;Velez;DEF;300000;1;;;;;
Pistone;Federico;Argentinos;DEF;300000;1;;;;;
Poblete;Geronimo;Colon;VOL;300000;1;;;;;
Pugh;Lucas;River;DEL;300000;1;;;;;
Quignon;Facundo;San Lorenzo;VOL;300000;1;;;;;
Randazzo;Juan Cruz;Arsenal;DEF;300000;1;;;;;
Rinaldi;Lautaro;Argentinos;DEL;300000;1;;;;;
Rios;Ezequiel;Arsenal;VOL;300000;1;;;;;
Rolon;Leonardo;Velez;DEF;300000;1;;;;;
Rui;Henry;All Boys;DEL;300000;1;;;;;
Sandrigo;Danilo;Colon;DEF;300000;1;;;;;
Santagati;Damian;Quilmes;DEF;300000;1;;;;;
Sartor;Marcos;Rafaela;DEL;300000;1;;;;;
Seijas;Gabriel;Estudiantes;VOL;300000;1;;;;;
Soner;Javier;All Boys;DEL;300000;1;;;;;
Tordini;Franco;Rosario Ctral.;VOL;300000;1;;;;;
Torres;Carlos;Newell's;VOL;300000;1;;;;;
Torres;Emmanuel;San Lorenzo;DEL;300000;1;;;;;
Unsain;Federico;Newell's;ARQ;300000;1;;;;;
Vaccarini;Gianluca;Rosario Ctral.;DEL;300000;1;;;;;
Valdemarin;Joel;Belgrano;DEL;300000;1;;;;;
Valdez;Bruno;Godoy Cruz;DEF;300000;1;;;;;
Vazquez;Federico;Velez;DEL;300000;1;;;;;
Vega;Leandro;River;DEF;300000;1;;;;;
Vera Piris;Lucas;Lanus;DEL;300000;1;;;;;
Vicentini;Manuel;Boca;ARQ;300000;1;;;;;
Vidal;Norberto;Olimpo;DEL;300000;1;;;;;
Vidili;Juan F.;Olimpo;DEL;300000;1;;;;;
Villalba;Leonardo;Velez;VOL;300000;1;;;;;
Yordan;Gonzalo;Velez;VOL;300000;1;;;;;
Zagert;Emanuel;Gimnasia L.P.;DEL;300000;1;;;;;
Zuniga;Julio;River;VOL;300000;1;;;;;
